12.9,-73.98492,40.744592,-73.97089,40.795777,1,0
10.0,-73.923424,40.747262,-73.949405,40.762906,1,1
30.0,-73.981689453125,40.73263931274414,-73.91471099853516,40.7659797668457,1,2
4.5,-73.975203,40.790947,-73.981272,40.781363,1,3
5.3,-73.965532,40.758801,-73.97512,40.754332,1,4
11.0,-73.96033477783203,40.77597427368164,-73.97659301757812,40.751426696777344,1,5
6.5,-73.976637,40.776147,-73.960178,40.779067,1,6
6.5,-73.990646,40.756054,-73.977225,40.755794,1,7
9.5,-73.977504,40.751911,-73.981825,40.742974,1,8
7.4,-73.995455,40.725272,-74.013364,40.706658,2,9
20.9,-73.998822,40.680933,-73.96896,40.757878,1,10
11.3,-74.009445,40.716842,-73.977845,40.749924,1,11
4.9,-73.983625,40.765931,-73.975606,40.762795,1,12
7.3,-73.984648,40.768392,-73.970845,40.759484,1,13
9.7,-73.9532,40.779705,-73.96071,40.801674,2,14
19.0,-73.97989,40.75673,-74.009315,40.711067,5,15
4.5,-73.976002,40.780985,-73.983103,40.771093,2,16
31.07,-73.863034,40.770275,-73.978087,40.7645,4,17
19.0,-73.960209,40.761616,-74.011801,40.702232,1,18
8.5,-73.975435,40.752456,-73.978543,40.727183,2,19
4.1,-73.94279,40.797046,-73.951617,40.798677,1,20
6.5,-73.985204,40.742942,-74.004048,40.742819,1,21
23.7,-73.996428,40.737837,-73.946117,40.824605,1,22
9.0,-74.00848,40.74557,-74.005792,40.725527,6,23
6.5,-73.988637,40.748552,-73.985935,40.752367,1,24
10.1,-73.987675,40.748068,-73.99594,40.712901,1,25
5.5,-73.985058,40.758465,-73.972928,40.753282,1,26
4.9,-73.974613,40.753412,-73.980442,40.742489,1,27
9.7,-73.982115,40.758079,-73.96561,40.793041,1,28
4.1,-73.9806,40.738227,-73.988903,40.731505,4,29
8.1,-73.975288,40.755827,-73.954583,40.76571,1,30
34.1,-73.995007,40.720394,-73.909672,40.860316,2,31
17.5,-74.01272,40.71729,-73.97676,40.76035,2,32
10.5,-74.00955,40.704185,-74.003195,40.738177,1,33
4.1,-73.997624,40.755635,-73.985922,40.750755,1,34
6.5,-73.979807,40.751607,-73.969407,40.756907,1,35
12.1,-73.974661,40.750969,-73.9467,40.76583,1,36
36.0,-73.982221,40.769647,-73.876602,40.895624,2,37
24.5,-73.972527,40.75612,-73.870515,40.773746,2,38
8.0,-73.961921,40.762867,-73.976411,40.760244,1,39
31.3,-73.862948,40.769287,-73.959015,40.809738,1,40
7.7,-73.994316,40.719434,-73.975131,40.744425,1,41
8.5,-73.985567,40.738656,-73.978089,40.766302,3,42
9.7,-73.982035,40.769547,-73.964847,40.766878,1,43
6.5,-73.9628,40.778195,-73.961102,40.765449,1,44
4.9,-73.980423,40.751302,-73.973803,40.760668,1,45
8.5,-73.970943,40.751613,-74.001842,40.745042,1,46
10.5,-73.999772,40.723527,-73.971918,40.762825,1,47
5.7,-73.982585,40.761608,-73.991709,40.750499,1,48
9.0,-73.990275,40.741188,-73.981148,40.750199,1,49
14.9,-73.98701,40.729385,-73.948105,40.709777,1,50
12.5,-74.002913,40.74949,-73.951217,40.785952,1,51
8.5,-74.00047302246094,40.73009490966797,-73.9833984375,40.72216033935547,1,52
7.7,-73.981342,40.769043,-73.963081,40.757409,1,53
9.3,-73.989015,40.720427,-73.99202,40.748813,1,54
11.0,-73.966033,40.761915,-73.978685,40.762085,1,55
7.7,-73.997235,40.736822,-73.978825,40.763612,5,56
3.5,-73.98227,40.755685,-73.977537,40.753595,1,57
5.3,-73.99005,40.756692,-73.98567,40.752117,6,58
5.3,-73.977839,40.752454,-73.991531,40.749857,1,59
20.5,-73.951633,40.78181,-74.01511,40.71135,1,60
12.5,-73.988401,40.764354,-73.945808,40.782105,1,61
4.5,-73.960813,40.74385,-73.962565,40.755646,1,62
5.7,-73.985422,40.755222,-73.988447,40.764897,1,63
8.5,-73.98236083984375,40.772003173828125,-73.98674011230469,40.757808685302734,1,64
20.0,-74.00232,40.750377,-73.98796,40.72713,2,65
